case_id,atm_id,mule_score,burst_score,geo_score,hub_score,label
5,ATM002,0.2456,0.4176,0.3232,0.0,0
5,ATM003,0.2456,0.4176,0.6754,0.0,0
5,ATM004,0.2456,0.4176,0.0208,0.0,0
5,ATM005,0.2456,0.4176,0.7704,0.4279,0
5,ATM006,0.2456,0.4176,0.5226,0.0,1
5,ATM007,0.2456,0.4176,0.7336,0.0,0
5,ATM008,0.2456,0.4176,0.2824,0.0,0
5,ATM009,0.2456,0.4176,0.1115,0.0,0
5,ATM010,0.2456,0.4176,0.2449,0.0,0
5,ATM011,0.2456,0.4176,0.2302,0.0,0
5,ATM012,0.2456,0.4176,0.1498,0.0,0
6,ATM001,0.2067,0.3209,0.6054,0.6418,1
6,ATM002,0.2067,0.3209,0.0296,0.0,0
6,ATM003,0.2067,0.3209,0.2712,0.0,0
6,ATM004,0.2067,0.3209,0.319,0.0,0
6,ATM005,0.2067,0.3209,0.4439,0.4279,0
6,ATM006,0.2067,0.3209,0.6973,0.2149,0
6,ATM007,0.2067,0.3209,0.3976,0.0,0
6,ATM008,0.2067,0.3209,0.446,0.0,0
6,ATM009,0.2067,0.3209,0.0813,0.0,0
6,ATM010,0.2067,0.3209,0.7441,0.0,0
6,ATM011,0.2067,0.3209,0.1531,0.0,0
6,ATM012,0.2067,0.3209,0.5122,0.0,0
7,ATM001,0.1103,0.021,0.0445,0.857,0
7,ATM002,0.1103,0.021,0.5927,0.0,0
7,ATM003,0.1103,0.021,0.5069,0.0,0
7,ATM004,0.1103,0.021,0.6535,0.0,0
7,ATM005,0.1103,0.021,0.8299,0.4279,0
7,ATM006,0.1103,0.021,0.8968,0.2149,0
7,ATM007,0.1103,0.021,0.73,0.0,0
7,ATM008,0.1103,0.021,0.416,0.0,0
7,ATM009,0.1103,0.021,0.1062,0.0,0
7,ATM010,0.1103,0.021,0.4303,0.0,1
7,ATM011,0.1103,0.021,0.2161,0.0,0
7,ATM012,0.1103,0.021,0.2695,0.0,0
8,ATM001,0.2007,0.3052,0.9048,0.857,0
8,ATM002,0.2007,0.3052,0.6989,0.0,0
8,ATM003,0.2007,0.3052,0.3734,0.0,0
8,ATM004,0.2007,0.3052,0.5135,0.0,0
8,ATM005,0.2007,0.3052,0.7591,0.4279,0
8,ATM006,0.2007,0.3052,0.0169,0.2149,0
8,ATM007,0.2007,0.3052,0.5374,0.0,0
8,ATM008,0.2007,0.3052,0.3626,0.0,0
8,ATM009,0.2007,0.3052,0.0813,0.0,0
8,ATM010,0.2007,0.3052,0.5696,0.2155,1
8,ATM011,0.2007,0.3052,0.1634,0.0,0
8,ATM012,0.2007,0.3052,0.2993,0.0,0
9,ATM001,0.4551,0.8723,0.6054,0.857,0
9,ATM002,0.4551,0.8723,0.0296,0.0,0
9,ATM003,0.4551,0.8723,0.2712,0.0,0
9,ATM004,0.4551,0.8723,0.319,0.0,0
9,ATM005,0.4551,0.8723,0.4439,0.4279,0
9,ATM006,0.4551,0.8723,0.6973,0.2149,0
9,ATM007,0.4551,0.8723,0.3976,0.0,0
9,ATM008,0.4551,0.8723,0.446,0.0,0
9,ATM009,0.4551,0.8723,0.0813,0.0,0
9,ATM010,0.4551,0.8723,0.7441,0.4314,1
9,ATM011,0.4551,0.8723,0.1531,0.0,0
9,ATM012,0.4551,0.8723,0.5122,0.0,0
10,ATM001,0.5183,0.9967,0.0445,0.857,0
10,ATM002,0.5183,0.9967,0.5927,0.0,0
10,ATM003,0.5183,0.9967,0.5069,0.0,0
10,ATM004,0.5183,0.9967,0.6535,0.0,0
10,ATM005,0.5183,0.9967,0.8299,0.4279,1
10,ATM006,0.5183,0.9967,0.8968,0.2149,0
10,ATM007,0.5183,0.9967,0.73,0.0,0
10,ATM008,0.5183,0.9967,0.416,0.0,0
10,ATM009,0.5183,0.9967,0.1062,0.0,0
10,ATM010,0.5183,0.9967,0.4303,0.6476,0
10,ATM011,0.5183,0.9967,0.2161,0.0,0
10,ATM012,0.5183,0.9967,0.2695,0.0,0
11,ATM001,0.3208,0.5906,0.9048,0.857,0
11,ATM002,0.3208,0.5906,0.6989,0.0,0
11,ATM003,0.3208,0.5906,0.3734,0.0,0
11,ATM004,0.3208,0.5906,0.5135,0.0,0
11,ATM005,0.3208,0.5906,0.7591,0.6444,1
11,ATM006,0.3208,0.5906,0.0169,0.2149,0
11,ATM007,0.3208,0.5906,0.5374,0.0,0
11,ATM008,0.3208,0.5906,0.3626,0.0,0
11,ATM009,0.3208,0.5906,0.0813,0.0,0
11,ATM010,0.3208,0.5906,0.5696,0.6476,0
11,ATM011,0.3208,0.5906,0.1634,0.0,0
11,ATM012,0.3208,0.5906,0.2993,0.0,0
12,ATM001,0.1257,0.084,0.9048,0.857,1
12,ATM002,0.1257,0.084,0.6989,0.0,0
12,ATM003,0.1257,0.084,0.3734,0.0,0
12,ATM004,0.1257,0.084,0.5135,0.0,0
12,ATM005,0.1257,0.084,0.7591,0.8612,0
12,ATM006,0.1257,0.084,0.0169,0.2149,0
12,ATM007,0.1257,0.084,0.5374,0.0,0
12,ATM008,0.1257,0.084,0.3626,0.0,0
12,ATM009,0.1257,0.084,0.0813,0.0,0
12,ATM010,0.1257,0.084,0.5696,0.6476,0
12,ATM011,0.1257,0.084,0.1634,0.0,0
12,ATM012,0.1257,0.084,0.2993,0.0,0
13,ATM001,0.1459,0.1511,0.0445,1.0,0
13,ATM002,0.1459,0.1511,0.5927,0.0,0
13,ATM003,0.1459,0.1511,0.5069,0.0,0
13,ATM004,0.1459,0.1511,0.6535,0.0,0
13,ATM005,0.1459,0.1511,0.8299,0.8612,0
13,ATM006,0.1459,0.1511,0.8968,0.2149,1
13,ATM007,0.1459,0.1511,0.73,0.0,0
13,ATM008,0.1459,0.1511,0.416,0.0,0
13,ATM009,0.1459,0.1511,0.1062,0.0,0
13,ATM010,0.1459,0.1511,0.4303,0.6476,0
13,ATM011,0.1459,0.1511,0.2161,0.0,0
13,ATM012,0.1459,0.1511,0.2695,0.0,0
14,ATM001,0.1253,0.0826,0.0445,1.0,0
14,ATM002,0.1253,0.0826,0.5927,0.0,0
14,ATM003,0.1253,0.0826,0.5069,0.0,0
14,ATM004,0.1253,0.0826,0.6535,0.0,0
14,ATM005,0.1253,0.0826,0.8299,0.8612,0
14,ATM006,0.1253,0.0826,0.8968,0.4324,0
14,ATM007,0.1253,0.0826,0.73,0.0,0
14,ATM008,0.1253,0.0826,0.416,0.0,0
14,ATM009,0.1253,0.0826,0.1062,0.0,0
14,ATM010,0.1253,0.0826,0.4303,0.6476,1
14,ATM011,0.1253,0.0826,0.2161,0.0,0
14,ATM012,0.1253,0.0826,0.2695,0.0,0
15,ATM001,0.2051,0.3166,0.6054,1.0,0
15,ATM002,0.2051,0.3166,0.0296,0.0,0
15,ATM003,0.2051,0.3166,0.2712,0.0,0
15,ATM004,0.2051,0.3166,0.319,0.0,0
15,ATM005,0.2051,0.3166,0.4439,0.8612,0
15,ATM006,0.2051,0.3166,0.6973,0.4324,0
15,ATM007,0.2051,0.3166,0.3976,0.0,0
15,ATM008,0.2051,0.3166,0.446,0.0,0
15,ATM009,0.2051,0.3166,0.0813,0.0,0
15,ATM010,0.2051,0.3166,0.7441,0.8654,1
15,ATM011,0.2051,0.3166,0.1531,0.0,0
15,ATM012,0.2051,0.3166,0.5122,0.0,0
16,ATM001,0.2608,0.4538,0.6054,1.0,1
16,ATM002,0.2608,0.4538,0.0296,0.0,0
16,ATM003,0.2608,0.4538,0.2712,0.0,0
16,ATM004,0.2608,0.4538,0.319,0.0,0
16,ATM005,0.2608,0.4538,0.4439,0.8612,0
16,ATM006,0.2608,0.4538,0.6973,0.4324,0
16,ATM007,0.2608,0.4538,0.3976,0.0,0
16,ATM008,0.2608,0.4538,0.446,0.0,0
16,ATM009,0.2608,0.4538,0.0813,0.0,0
16,ATM010,0.2608,0.4538,0.7441,1.0,0
16,ATM011,0.2608,0.4538,0.1531,0.0,0
16,ATM012,0.2608,0.4538,0.5122,0.0,0
17,ATM001,0.2735,0.4835,0.0445,1.0,0
17,ATM002,0.2735,0.4835,0.5927,0.0,0
17,ATM003,0.2735,0.4835,0.5069,0.0,0
17,ATM004,0.2735,0.4835,0.6535,0.0,0
17,ATM005,0.2735,0.4835,0.8299,0.8612,0
17,ATM006,0.2735,0.4835,0.8968,0.4324,0
17,ATM007,0.2735,0.4835,0.73,0.0,0
17,ATM008,0.2735,0.4835,0.416,0.0,0
17,ATM009,0.2735,0.4835,0.1062,0.0,0
17,ATM010,0.2735,0.4835,0.4303,1.0,1
17,ATM011,0.2735,0.4835,0.2161,0.0,0
17,ATM012,0.2735,0.4835,0.2695,0.0,0
18,ATM001,0.1155,0.0446,0.9048,1.0,0
18,ATM002,0.1155,0.0446,0.6989,0.0,0
18,ATM003,0.1155,0.0446,0.3734,0.0,0
18,ATM004,0.1155,0.0446,0.5135,0.0,0
18,ATM005,0.1155,0.0446,0.7591,0.8612,1
18,ATM006,0.1155,0.0446,0.0169,0.4324,0
18,ATM007,0.1155,0.0446,0.5374,0.0,0
18,ATM008,0.1155,0.0446,0.3626,0.0,0
18,ATM009,0.1155,0.0446,0.0813,0.0,0
18,ATM010,0.1155,0.0446,0.5696,1.0,0
18,ATM011,0.1155,0.0446,0.1634,0.0,0
18,ATM012,0.1155,0.0446,0.2993,0.0,0
19,ATM001,0.413,0.7866,0.9048,1.0,0
19,ATM002,0.413,0.7866,0.6989,0.0,0
19,ATM003,0.413,0.7866,0.3734,0.0,0
19,ATM004,0.413,0.7866,0.5135,0.0,0
19,ATM005,0.413,0.7866,0.7591,1.0,1
19,ATM006,0.413,0.7866,0.0169,0.4324,0
19,ATM007,0.413,0.7866,0.5374,0.0,0
19,ATM008,0.413,0.7866,0.3626,0.0,0
19,ATM009,0.413,0.7866,0.0813,0.0,0
19,ATM010,0.413,0.7866,0.5696,1.0,0
19,ATM011,0.413,0.7866,0.1634,0.0,0
19,ATM012,0.413,0.7866,0.2993,0.0,0
20,ATM001,0.1645,0.2067,0.0445,1.0,0
20,ATM002,0.1645,0.2067,0.5927,0.0,0
20,ATM003,0.1645,0.2067,0.5069,0.0,0
20,ATM004,0.1645,0.2067,0.6535,0.0,0
20,ATM005,0.1645,0.2067,0.8299,1.0,0
20,ATM006,0.1645,0.2067,0.8968,0.4324,0
20,ATM007,0.1645,0.2067,0.73,0.0,0
20,ATM008,0.1645,0.2067,0.416,0.0,0
20,ATM009,0.1645,0.2067,0.1062,0.0,0
20,ATM010,0.1645,0.2067,0.4303,1.0,0
20,ATM011,0.1645,0.2067,0.2161,0.0,1
20,ATM012,0.1645,0.2067,0.2695,0.0,0
21,ATM001,0.2527,0.4346,0.6054,1.0,0
21,ATM002,0.2527,0.4346,0.0296,0.0,0
21,ATM003,0.2527,0.4346,0.2712,0.0,0
21,ATM004,0.2527,0.4346,0.319,0.0,1
21,ATM005,0.2527,0.4346,0.4439,1.0,0
21,ATM006,0.2527,0.4346,0.6973,0.4324,0
21,ATM007,0.2527,0.4346,0.3976,0.0,0
21,ATM008,0.2527,0.4346,0.446,0.0,0
21,ATM009,0.2527,0.4346,0.0813,0.0,0
21,ATM010,0.2527,0.4346,0.7441,1.0,0
21,ATM011,0.2527,0.4346,0.1531,0.2197,0
21,ATM012,0.2527,0.4346,0.5122,0.0,0
22,ATM001,0.2949,0.5326,0.5003,1.0,0
22,ATM002,0.2949,0.5326,0.2786,0.0,0
22,ATM003,0.2949,0.5326,0.0328,0.0,0
22,ATM004,0.2949,0.5326,0.6784,0.2201,0
22,ATM005,0.2949,0.5326,0.4713,1.0,1
22,ATM006,0.2949,0.5326,0.3804,0.4324,0
22,ATM007,0.2949,0.5326,0.8322,0.0,0
22,ATM008,0.2949,0.5326,0.3704,0.0,0
22,ATM009,0.2949,0.5326,0.2,0.0,0
22,ATM010,0.2949,0.5326,0.1857,1.0,0
22,ATM011,0.2949,0.5326,0.4118,0.2197,0
22,ATM012,0.2949,0.5326,0.153,0.0,0
23,ATM001,0.4104,0.7814,0.6397,1.0,1
23,ATM002,0.4104,0.7814,0.3232,0.0,0
23,ATM003,0.4104,0.7814,0.6754,0.0,0
23,ATM004,0.4104,0.7814,0.0208,0.2201,0
23,ATM005,0.4104,0.7814,0.7704,1.0,0
23,ATM006,0.4104,0.7814,0.5226,0.4324,0
23,ATM007,0.4104,0.7814,0.7336,0.0,0
23,ATM008,0.4104,0.7814,0.2824,0.0,0
23,ATM009,0.4104,0.7814,0.1115,0.0,0
23,ATM010,0.4104,0.7814,0.2449,1.0,0
23,ATM011,0.4104,0.7814,0.2302,0.2197,0
23,ATM012,0.4104,0.7814,0.1498,0.0,0
24,ATM001,0.2258,0.3691,0.0445,1.0,0
24,ATM002,0.2258,0.3691,0.5927,0.0,0
24,ATM003,0.2258,0.3691,0.5069,0.0,0
24,ATM004,0.2258,0.3691,0.6535,0.2201,0
24,ATM005,0.2258,0.3691,0.8299,1.0,0
24,ATM006,0.2258,0.3691,0.8968,0.4324,0
24,ATM007,0.2258,0.3691,0.73,0.0,0
24,ATM008,0.2258,0.3691,0.416,0.0,0
24,ATM009,0.2258,0.3691,0.1062,0.0,0
24,ATM010,0.2258,0.3691,0.4303,1.0,1
24,ATM011,0.2258,0.3691,0.2161,0.2197,0
24,ATM012,0.2258,0.3691,0.2695,0.0,0
25,ATM001,0.3737,0.7047,0.6397,1.0,0
25,ATM002,0.3737,0.7047,0.3232,0.0,1
25,ATM003,0.3737,0.7047,0.6754,0.0,0
25,ATM004,0.3737,0.7047,0.0208,0.2201,0
25,ATM005,0.3737,0.7047,0.7704,1.0,0
25,ATM006,0.3737,0.7047,0.5226,0.4324,0
25,ATM007,0.3737,0.7047,0.7336,0.0,0
25,ATM008,0.3737,0.7047,0.2824,0.0,0
25,ATM009,0.3737,0.7047,0.1115,0.0,0
25,ATM010,0.3737,0.7047,0.2449,1.0,0
25,ATM011,0.3737,0.7047,0.2302,0.2197,0
25,ATM012,0.3737,0.7047,0.1498,0.0,0
26,ATM001,0.1584,0.1889,0.0445,1.0,0
26,ATM002,0.1584,0.1889,0.5927,0.2214,0
26,ATM003,0.1584,0.1889,0.5069,0.0,0
26,ATM004,0.1584,0.1889,0.6535,0.2201,0
26,ATM005,0.1584,0.1889,0.8299,1.0,0
26,ATM006,0.1584,0.1889,0.8968,0.4324,0
26,ATM007,0.1584,0.1889,0.73,0.0,0
26,ATM008,0.1584,0.1889,0.416,0.0,0
26,ATM009,0.1584,0.1889,0.1062,0.0,0
26,ATM010,0.1584,0.1889,0.4303,1.0,1
26,ATM011,0.1584,0.1889,0.2161,0.2197,0
26,ATM012,0.1584,0.1889,0.2695,0.0,0
27,ATM001,0.1887,0.2734,0.6054,1.0,0
27,ATM002,0.1887,0.2734,0.0296,0.2214,0
27,ATM003,0.1887,0.2734,0.2712,0.0,0
27,ATM004,0.1887,0.2734,0.319,0.2201,0
27,ATM005,0.1887,0.2734,0.4439,1.0,0
27,ATM006,0.1887,0.2734,0.6973,0.4324,0
27,ATM007,0.1887,0.2734,0.3976,0.0,0
27,ATM008,0.1887,0.2734,0.446,0.0,0
27,ATM009,0.1887,0.2734,0.0813,0.0,0
27,ATM010,0.1887,0.2734,0.7441,1.0,1
27,ATM011,0.1887,0.2734,0.1531,0.2197,0
27,ATM012,0.1887,0.2734,0.5122,0.0,0
28,ATM001,0.1412,0.1362,0.0445,1.0,0
28,ATM002,0.1412,0.1362,0.5927,0.2214,0
28,ATM003,0.1412,0.1362,0.5069,0.0,0
28,ATM004,0.1412,0.1362,0.6535,0.2201,0
28,ATM005,0.1412,0.1362,0.8299,1.0,0
28,ATM006,0.1412,0.1362,0.8968,0.4324,1
28,ATM007,0.1412,0.1362,0.73,0.0,0
28,ATM008,0.1412,0.1362,0.416,0.0,0
28,ATM009,0.1412,0.1362,0.1062,0.0,0
28,ATM010,0.1412,0.1362,0.4303,1.0,0
28,ATM011,0.1412,0.1362,0.2161,0.2197,0
28,ATM012,0.1412,0.1362,0.2695,0.0,0
29,ATM001,0.3253,0.6005,0.5003,1.0,0
29,ATM002,0.3253,0.6005,0.2786,0.2214,0
29,ATM003,0.3253,0.6005,0.0328,0.0,0
29,ATM004,0.3253,0.6005,0.6784,0.2201,0
29,ATM005,0.3253,0.6005,0.4713,1.0,1
29,ATM006,0.3253,0.6005,0.3804,0.6547,0
29,ATM007,0.3253,0.6005,0.8322,0.0,0
29,ATM008,0.3253,0.6005,0.3704,0.0,0
29,ATM009,0.3253,0.6005,0.2,0.0,0
29,ATM010,0.3253,0.6005,0.1857,1.0,0
29,ATM011,0.3253,0.6005,0.4118,0.2197,0
29,ATM012,0.3253,0.6005,0.153,0.0,0
30,ATM001,0.2051,0.3166,0.0445,1.0,0
30,ATM002,0.2051,0.3166,0.5927,0.2214,0
30,ATM003,0.2051,0.3166,0.5069,0.0,0
30,ATM004,0.2051,0.3166,0.6535,0.2201,0
30,ATM005,0.2051,0.3166,0.8299,1.0,1
30,ATM006,0.2051,0.3166,0.8968,0.6547,0
30,ATM007,0.2051,0.3166,0.73,0.0,0
30,ATM008,0.2051,0.3166,0.416,0.0,0
30,ATM009,0.2051,0.3166,0.1062,0.0,0
30,ATM010,0.2051,0.3166,0.4303,1.0,0
30,ATM011,0.2051,0.3166,0.2161,0.2197,0
30,ATM012,0.2051,0.3166,0.2695,0.0,0
31,ATM001,0.1459,0.1511,0.5003,1.0,1
31,ATM002,0.1459,0.1511,0.2786,0.2214,0
31,ATM003,0.1459,0.1511,0.0328,0.0,0
31,ATM004,0.1459,0.1511,0.6784,0.2201,0
31,ATM005,0.1459,0.1511,0.4713,1.0,0
31,ATM006,0.1459,0.1511,0.3804,0.6547,0
31,ATM007,0.1459,0.1511,0.8322,0.0,0
31,ATM008,0.1459,0.1511,0.3704,0.0,0
31,ATM009,0.1459,0.1511,0.2,0.0,0
31,ATM010,0.1459,0.1511,0.1857,1.0,0
31,ATM011,0.1459,0.1511,0.4118,0.2197,0
31,ATM012,0.1459,0.1511,0.153,0.0,0
32,ATM001,0.2351,0.3919,0.0445,1.0,0
32,ATM002,0.2351,0.3919,0.5927,0.2214,0
32,ATM003,0.2351,0.3919,0.5069,0.0,0
32,ATM004,0.2351,0.3919,0.6535,0.2201,0
32,ATM005,0.2351,0.3919,0.8299,1.0,0
32,ATM006,0.2351,0.3919,0.8968,0.6547,0
32,ATM007,0.2351,0.3919,0.73,0.0,0
32,ATM008,0.2351,0.3919,0.416,0.0,0
32,ATM009,0.2351,0.3919,0.1062,0.0,0
32,ATM010,0.2351,0.3919,0.4303,1.0,1
32,ATM011,0.2351,0.3919,0.2161,0.2197,0
32,ATM012,0.2351,0.3919,0.2695,0.0,0
33,ATM001,0.2248,0.3667,0.9048,1.0,0
33,ATM002,0.2248,0.3667,0.6989,0.2214,0
33,ATM003,0.2248,0.3667,0.3734,0.0,0
33,ATM004,0.2248,0.3667,0.5135,0.2201,0
33,ATM005,0.2248,0.3667,0.7591,1.0,0
33,ATM006,0.2248,0.3667,0.0169,0.6547,0
33,ATM007,0.2248,0.3667,0.5374,0.0,0
33,ATM008,0.2248,0.3667,0.3626,0.0,0
33,ATM009,0.2248,0.3667,0.0813,0.0,0
33,ATM010,0.2248,0.3667,0.5696,1.0,1
33,ATM011,0.2248,0.3667,0.1634,0.2197,0
33,ATM012,0.2248,0.3667,0.2993,0.0,0
34,ATM001,0.1574,0.1858,0.6054,1.0,0
34,ATM002,0.1574,0.1858,0.0296,0.2214,0
34,ATM003,0.1574,0.1858,0.2712,0.0,0
34,ATM004,0.1574,0.1858,0.319,0.2201,0
34,ATM005,0.1574,0.1858,0.4439,1.0,1
34,ATM006,0.1574,0.1858,0.6973,0.6547,0
34,ATM007,0.1574,0.1858,0.3976,0.0,0
34,ATM008,0.1574,0.1858,0.446,0.0,0
34,ATM009,0.1574,0.1858,0.0813,0.0,0
34,ATM010,0.1574,0.1858,0.7441,1.0,0
34,ATM011,0.1574,0.1858,0.1531,0.2197,0
34,ATM012,0.1574,0.1858,0.5122,0.0,0
35,ATM001,0.1484,0.1588,0.9048,1.0,1
35,ATM002,0.1484,0.1588,0.6989,0.2214,0
35,ATM003,0.1484,0.1588,0.3734,0.0,0
35,ATM004,0.1484,0.1588,0.5135,0.2201,0
35,ATM005,0.1484,0.1588,0.7591,1.0,0
35,ATM006,0.1484,0.1588,0.0169,0.6547,0
35,ATM007,0.1484,0.1588,0.5374,0.0,0
35,ATM008,0.1484,0.1588,0.3626,0.0,0
35,ATM009,0.1484,0.1588,0.0813,0.0,0
35,ATM010,0.1484,0.1588,0.5696,1.0,0
35,ATM011,0.1484,0.1588,0.1634,0.2197,0
35,ATM012,0.1484,0.1588,0.2993,0.0,0
36,ATM001,0.448,0.8578,0.0445,1.0,0
36,ATM002,0.448,0.8578,0.5927,0.2214,0
36,ATM003,0.448,0.8578,0.5069,0.0,0
36,ATM004,0.448,0.8578,0.6535,0.2201,0
36,ATM005,0.448,0.8578,0.8299,1.0,1
36,ATM006,0.448,0.8578,0.8968,0.6547,0
36,ATM007,0.448,0.8578,0.73,0.0,0
36,ATM008,0.448,0.8578,0.416,0.0,0
36,ATM009,0.448,0.8578,0.1062,0.0,0
36,ATM010,0.448,0.8578,0.4303,1.0,0
36,ATM011,0.448,0.8578,0.2161,0.2197,0
36,ATM012,0.448,0.8578,0.2695,0.0,0
37,ATM001,0.2828,0.5049,0.0445,1.0,0
37,ATM002,0.2828,0.5049,0.5927,0.2214,0
37,ATM003,0.2828,0.5049,0.5069,0.0,0
37,ATM004,0.2828,0.5049,0.6535,0.2201,0
37,ATM005,0.2828,0.5049,0.8299,1.0,1
37,ATM006,0.2828,0.5049,0.8968,0.6547,0
37,ATM007,0.2828,0.5049,0.73,0.0,0
37,ATM008,0.2828,0.5049,0.416,0.0,0
37,ATM009,0.2828,0.5049,0.1062,0.0,0
37,ATM010,0.2828,0.5049,0.4303,1.0,0
37,ATM011,0.2828,0.5049,0.2161,0.2197,0
37,ATM012,0.2828,0.5049,0.2695,0.0,0
38,ATM001,0.1092,0.0152,0.9048,1.0,0
38,ATM002,0.1092,0.0152,0.6989,0.2214,0
38,ATM003,0.1092,0.0152,0.3734,0.0,0
38,ATM004,0.1092,0.0152,0.5135,0.2201,0
38,ATM005,0.1092,0.0152,0.7591,1.0,1
38,ATM006,0.1092,0.0152,0.0169,0.6547,0
38,ATM007,0.1092,0.0152,0.5374,0.0,0
38,ATM008,0.1092,0.0152,0.3626,0.0,0
38,ATM009,0.1092,0.0152,0.0813,0.0,0
38,ATM010,0.1092,0.0152,0.5696,1.0,0
38,ATM011,0.1092,0.0152,0.1634,0.2197,0
38,ATM012,0.1092,0.0152,0.2993,0.0,0
39,ATM001,0.2641,0.4615,0.6054,1.0,0
39,ATM002,0.2641,0.4615,0.0296,0.2214,0
39,ATM003,0.2641,0.4615,0.2712,0.0,0
39,ATM004,0.2641,0.4615,0.319,0.2201,0
39,ATM005,0.2641,0.4615,0.4439,1.0,0
39,ATM006,0.2641,0.4615,0.6973,0.6547,1
39,ATM007,0.2641,0.4615,0.3976,0.0,0
39,ATM008,0.2641,0.4615,0.446,0.0,0
39,ATM009,0.2641,0.4615,0.0813,0.0,0
39,ATM010,0.2641,0.4615,0.7441,1.0,0
39,ATM011,0.2641,0.4615,0.1531,0.2197,0
39,ATM012,0.2641,0.4615,0.5122,0.0,0
40,ATM001,0.2163,0.3453,0.6397,1.0,0
40,ATM002,0.2163,0.3453,0.3232,0.2214,0
40,ATM003,0.2163,0.3453,0.6754,0.0,0
40,ATM004,0.2163,0.3453,0.0208,0.2201,0
40,ATM005,0.2163,0.3453,0.7704,1.0,0
40,ATM006,0.2163,0.3453,0.5226,0.8808,0
40,ATM007,0.2163,0.3453,0.7336,0.0,0
40,ATM008,0.2163,0.3453,0.2824,0.0,0
40,ATM009,0.2163,0.3453,0.1115,0.0,0
40,ATM010,0.2163,0.3453,0.2449,1.0,1
40,ATM011,0.2163,0.3453,0.2302,0.2197,0
40,ATM012,0.2163,0.3453,0.1498,0.0,0
41,ATM001,0.3993,0.7583,0.5003,1.0,1
41,ATM002,0.3993,0.7583,0.2786,0.2214,0
41,ATM003,0.3993,0.7583,0.0328,0.0,0
41,ATM004,0.3993,0.7583,0.6784,0.2201,0
41,ATM005,0.3993,0.7583,0.4713,1.0,0
